Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.0001,3.0,26394,4468,5133,976,943,940,379,14988,734,0,734,559,119,440,1652,808,69,1,0,0,10794,131,331,3445,161,0,161,503,99,404,952,448,69,1,0,0,7413,124,1155,2345,1396,0,1396,0,0,0,2624,1036,96,0,0,0,6014,190,441,387,107,0,107,0,0,0,493,404,96,0,0,0,1189,190,930,0,0,0,0,4,3,1,1,487,940,0,0,0,929,943,930,0,0,0,0,3,3,0,0,487,940,0,0,0,927,943,fiducial_l01
0.0002,3.0,28081,3232,4580,829,264,262,516,17000,465,0,465,619,102,517,1544,315,70,0,1,0,12499,115,434,2139,82,0,82,561,82,479,1020,259,70,0,1,0,5720,105,1255,2266,890,0,890,0,0,0,2171,332,79,0,0,0,5114,187,393,394,25,0,25,0,0,0,356,203,79,0,0,0,1050,187,251,0,0,0,0,6,6,0,0,27,262,0,0,0,250,268,251,0,0,0,0,6,6,0,0,27,262,0,0,0,250,268,fiducial_l01
0.0004,3.0,26696,3399,5908,737,609,601,1720,13754,1107,0,1107,821,103,718,3606,328,122,0,0,0,17257,213,461,1819,328,0,328,776,94,682,1457,249,122,0,0,0,6226,190,213,1017,4556,0,4556,0,0,0,4811,415,23,0,1,0,10962,124,135,321,269,0,269,0,0,0,392,73,23,0,1,0,1284,123,589,0,0,0,0,13,13,0,6,84,601,0,0,0,600,607,589,0,0,0,0,7,7,0,0,84,601,0,0,0,588,607,fiducial_l01
0.0006,3.0,28955,3255,6463,723,632,598,2324,13904,2705,0,2705,1128,259,869,5923,279,291,0,37,0,27589,401,770,1312,121,0,121,1037,254,783,1636,200,269,0,37,0,5823,300,231,901,5232,0,5232,11,11,0,5375,287,78,0,56,0,12410,203,160,280,266,0,266,11,11,0,331,41,56,0,56,0,1213,202,539,0,0,0,0,87,86,1,37,79,593,0,0,0,638,605,529,0,0,0,0,65,65,0,5,78,593,0,0,0,574,605,fiducial_l01
0.0008,3.0,28387,3481,6589,956,602,566,3092,11555,3472,0,3472,1367,328,1039,7770,198,239,0,19,0,30591,342,894,1229,79,0,79,1267,319,948,2007,161,226,0,19,0,6379,250,322,806,5324,0,5324,25,25,0,4790,234,850,0,76,0,12683,258,241,227,452,0,452,25,25,0,375,26,278,0,76,0,1635,258,440,0,0,0,0,154,153,1,34,106,562,0,2,0,589,599,438,0,0,0,0,124,124,0,2,106,562,0,2,0,525,599,fiducial_l01
0.001,3.0,27799,3583,6599,924,1194,1138,3613,10886,3279,0,3279,1287,334,953,8027,248,244,0,9,0,31157,287,1064,1245,74,0,74,1187,322,865,2098,190,231,0,9,0,6663,248,314,944,5195,0,5195,21,19,2,4354,287,1119,0,101,0,12705,259,277,225,390,0,390,21,19,2,350,35,248,0,101,0,1572,259,822,0,0,0,0,363,358,5,58,117,1128,0,2,0,1118,1249,808,0,0,0,0,327,324,3,8,112,1128,0,2,0,1018,1249,fiducial_l01
0.002,3.0,28015,4907,8034,2845,1142,1030,4672,11478,2491,0,2491,1434,363,1071,8495,118,187,0,0,0,36165,242,2534,1166,30,0,30,1167,226,941,3555,102,186,0,0,0,9378,191,1360,982,5427,0,5427,141,136,5,3717,80,3046,0,188,0,15105,707,1267,182,1249,0,1249,139,135,4,1033,25,1442,0,188,0,4968,707,467,0,0,0,0,666,644,22,116,40,1010,0,8,0,1190,1075,457,0,0,0,0,572,565,7,12,36,1010,0,8,0,983,1074,fiducial_l01
0.004,3.0,28469,6971,7711,2929,1304,920,6996,9264,2134,0,2134,2080,1180,900,11263,46,19,0,0,0,37299,19,5588,209,7,0,7,1165,579,586,6761,25,1,0,0,0,13854,10,2692,1379,3155,0,3155,389,316,73,3669,27,2321,0,271,0,14224,1004,1703,195,705,0,705,324,260,64,1337,19,1126,0,271,0,4849,1002,557,0,5,0,5,738,706,32,423,32,788,0,90,0,1521,1078,555,0,5,0,5,359,354,5,42,30,788,0,90,0,767,1070,fiducial_l01
0.006,3.0,27512,4109,6571,2070,1737,1102,6338,9876,495,0,495,2169,1326,843,9055,26,1,0,0,0,37427,14,3495,130,0,0,0,480,164,316,3977,13,1,0,0,0,8188,14,2657,1376,2100,0,2100,381,340,41,3894,18,1268,0,0,0,12971,12,1388,151,371,0,371,158,135,23,1558,13,361,0,0,0,4121,10,673,0,8,0,8,1054,1013,41,683,33,885,0,168,0,2152,1315,670,0,8,0,8,423,420,3,58,30,876,0,168,0,930,1269,fiducial_l01
0.008,3.0,25805,2117,6574,946,1942,1261,6405,5901,1105,0,1105,2523,1811,712,10083,52,3,0,0,0,33056,24,1817,80,0,0,0,218,78,140,2033,7,3,0,0,0,4201,24,2142,1121,2644,0,2644,580,532,48,3441,2,1948,0,0,0,12838,41,421,130,308,0,308,86,70,16,528,0,288,0,0,0,1878,10,612,0,12,0,12,1313,1285,28,692,21,830,0,416,0,2094,1780,595,0,12,0,12,653,647,6,45,19,800,0,416,0,840,1680,fiducial_l01
