Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.002,1.0,27975,6703,6678,1205,712,189,5683,11478,1514,0,1514,1359,330,1029,8629,74,13,0,0,0,36298,55,3828,1166,335,0,335,1353,328,1025,5524,73,13,0,0,0,13074,18,476,982,4834,0,4834,256,120,136,3844,16,1658,0,93,0,12713,384,339,182,423,0,423,246,118,128,485,5,445,0,93,0,2012,377,254,0,1,0,1,449,437,12,194,4,508,0,2,0,1229,179,177,0,1,0,1,11,9,2,4,2,183,0,2,0,199,179,
0.004,1.0,25374,7556,7073,2299,1480,371,6270,9264,304,0,304,1541,754,787,8187,37,0,0,0,0,31120,9,5862,209,71,0,71,1408,711,697,7347,29,0,0,0,0,14929,0,2284,1379,2898,0,2898,415,305,110,3693,9,1755,0,175,0,13319,635,1310,195,409,0,409,377,284,93,1358,8,571,0,175,0,3951,632,261,0,72,0,72,1144,1094,50,613,21,799,0,65,0,2649,305,175,0,50,0,50,146,135,11,62,15,244,0,65,0,439,303,
0.006,1.0,26509,6592,6388,2022,1522,468,5886,9876,57,0,57,2056,1236,820,8053,22,0,0,0,0,35436,0,5203,130,11,0,11,1243,726,517,6461,16,0,0,0,0,13130,0,2643,1376,2091,0,2091,220,169,51,3537,8,1416,0,26,0,12071,545,1590,151,97,0,97,180,145,35,1347,5,498,0,26,0,3491,538,293,0,96,0,96,1132,1066,66,612,25,810,0,99,0,2637,404,224,0,89,0,89,155,141,14,58,20,311,0,99,0,533,403,
0.008,1.0,25190,5296,6634,2053,1563,510,6405,5901,536,0,536,2477,1777,700,9471,36,0,0,0,0,31850,0,4185,80,64,0,64,961,649,312,5215,8,0,0,0,0,10544,0,2168,1121,2566,0,2566,693,636,57,3965,4,1484,0,0,0,12654,369,1327,130,101,0,101,493,464,29,1561,1,362,0,0,0,3752,343,241,0,165,0,165,1153,1132,21,649,37,753,0,157,0,2655,463,183,0,142,0,142,185,180,5,48,34,305,0,157,0,567,453,
0.01,1.0,24575,7163,5623,1867,1085,201,5732,6204,4,0,4,2125,1600,525,7926,21,0,0,0,0,36237,0,5261,197,0,0,0,1682,1187,495,6966,12,0,0,0,0,14164,0,2599,846,1228,0,1228,745,696,49,4197,6,406,0,0,0,10587,140,1398,94,60,0,60,310,272,38,1610,4,163,0,0,0,3550,140,92,1,8,0,8,949,917,32,617,31,424,0,9,0,1944,155,70,0,8,0,8,122,118,4,42,31,150,0,9,0,252,149,
0.014,1.0,20832,3903,3500,973,977,227,3510,3697,0,0,0,1396,1166,230,5277,8,0,0,0,0,33103,0,2972,1,0,0,0,734,550,184,3902,5,0,0,0,0,7684,0,1522,207,580,0,580,857,802,55,2652,4,397,0,5,0,6265,92,626,6,30,0,30,277,238,39,860,3,102,0,5,0,1748,90,69,5,3,0,3,853,836,17,477,23,440,0,8,0,1656,198,65,0,3,0,3,159,158,1,27,23,192,0,8,0,261,193,
0.017,1.0,21103,2512,5262,1572,890,209,3029,3810,0,0,0,1318,1164,154,4939,12,0,0,0,0,35907,34,1985,9,0,0,0,270,165,105,2501,9,0,0,0,0,4944,0,2961,246,807,0,807,738,693,45,4231,6,708,0,3,0,9968,128,1197,5,62,0,62,169,137,32,1444,1,120,0,3,0,2943,74,35,0,7,0,7,843,830,13,451,33,416,0,19,0,1586,185,35,0,7,0,7,166,164,2,24,33,166,0,19,0,240,177,
0.02,1.0,16106,1748,5340,1780,835,223,1509,3099,0,0,0,734,648,86,2902,22,0,0,0,0,28103,47,1110,0,0,0,0,247,192,55,1747,12,0,0,0,0,3449,13,2786,235,359,0,359,606,579,27,4690,19,350,0,2,0,10148,270,1168,2,12,0,12,104,88,16,1702,3,74,0,2,0,3452,71,37,1,4,0,4,786,775,11,420,53,386,0,22,0,1430,227,37,0,4,0,4,181,180,1,28,53,173,0,22,0,248,197,
0.03,1.0,7870,30,7098,2424,632,202,246,2279,0,0,0,20,0,20,369,8,0,0,0,0,14502,3,8,0,0,0,0,0,0,0,28,2,0,0,0,0,57,0,3897,61,108,0,108,308,301,7,6614,57,392,0,0,0,13592,492,1579,2,1,0,1,10,10,0,2122,14,300,0,0,0,4521,311,28,0,4,0,4,598,590,8,350,24,222,0,58,0,1067,193,20,0,4,0,4,178,177,1,27,24,117,0,58,0,228,176,
0.0001,3.0,29049,7338,6165,1725,6098,6031,1773,14988,521,0,521,2031,97,1934,4348,1035,28,1,0,0,16012,73,1719,3445,145,0,145,1999,82,1917,3863,807,28,1,0,0,12962,64,1668,2345,1827,0,1827,77,5,72,3099,1667,533,0,120,0,7405,748,843,387,390,0,390,75,4,71,685,512,533,0,120,0,2150,748,5720,0,17,0,17,351,324,27,73,2334,6006,0,17,0,6155,6025,5719,0,17,0,17,289,286,3,8,2329,6006,0,17,0,6027,6025,
0.0002,3.0,30865,6126,5553,1640,3342,3162,2108,17000,373,0,373,1902,96,1806,4390,556,9,0,0,0,17955,39,2026,2139,77,0,77,1871,83,1788,3976,507,9,0,0,0,11334,33,1797,2266,1222,0,1222,88,1,87,2729,963,423,0,71,0,6523,600,913,394,226,0,226,83,1,82,752,336,423,0,71,0,2166,600,2459,0,0,0,0,876,833,43,196,229,3144,0,0,0,3312,3362,2459,0,0,0,0,699,693,6,18,224,3144,0,0,0,2957,3362,
