Z,alpha,BHBH,BHBHm,BHNS,BHNSm,NSNS,NSNSm,BHBHI,BHBHII,BHBHIII,BHBHIIIa,BHBHIIIb,BHBHIV,BHBHIVa,BHBHIVb,BHBHC1,BHBHK1,BHBHC2,BHBHK2,BHBHC3,BHBHK3,BHBHSt,BHBHSu,BHBHmI,BHBHmII,BHBHmIII,BHBHmIIIa,BHBHmIIIb,BHBHmIV,BHBHmIVa,BHBHmIVb,BHBHmC1,BHBHmK1,BHBHmC2,BHBHmK2,BHBHmC3,BHBHmK3,BHBHmSt,BHBHmSu,BHNSI,BHNSII,BHNSIII,BHNSIIIa,BHNSIIIb,BHNSIV,BHNSIVa,BHNSIVb,BHNSC1,BHNSK1,BHNSC2,BHNSK2,BHNSC3,BHNSK3,BHNSSt,BHNSSu,BHNSmI,BHNSmII,BHNSmIII,BHNSmIIIa,BHNSmIIIb,BHNSmIV,BHNSmIVa,BHNSmIVb,BHNSmC1,BHNSmK1,BHNSmC2,BHNSmK2,BHNSmC3,BHNSmK3,BHNSmSt,BHNSmSu,NSNSI,NSNSII,NSNSIII,NSNSIIIa,NSNSIIIb,NSNSIV,NSNSIVa,NSNSIVb,NSNSC1,NSNSK1,NSNSC2,NSNSK2,NSNSC3,NSNSK3,NSNSSt,NSNSSu,NSNSmI,NSNSmII,NSNSmIII,NSNSmIIIa,NSNSmIIIb,NSNSmIV,NSNSmIVa,NSNSmIVb,NSNSmC1,NSNSmK1,NSNSmC2,NSNSmK2,NSNSmC3,NSNSmK3,NSNSmSt,NSNSmSu,label
0.01,3.0,23026,309,3410,416,3358,1788,4577,5923,536,0,536,1957,1468,489,6993,28,144,0,0,0,34063,24,219,59,1,0,1,29,29,0,249,0,0,0,0,0,592,24,1464,302,1255,0,1255,220,202,18,1771,20,1191,0,1,0,6133,269,358,32,18,0,18,8,7,1,200,0,184,0,0,0,564,265,510,1,1143,0,1143,1671,1609,62,546,88,1375,0,1404,0,4313,2336,387,0,819,0,819,582,580,2,11,59,437,0,1340,0,1322,2254,fiducial_delayed
0.014,3.0,19734,94,3344,250,3422,2075,3066,3596,155,0,155,1274,1064,210,4626,12,198,0,0,0,31872,14,76,0,1,0,1,16,16,0,91,0,3,0,0,0,174,14,517,176,2179,0,2179,236,235,1,924,5,1875,0,172,0,6059,197,29,3,212,0,212,6,6,0,33,0,65,0,149,0,331,169,533,5,1150,0,1150,1687,1652,35,406,117,1340,0,1624,0,3968,2775,468,0,905,0,905,702,696,6,14,74,526,0,1535,0,1499,2651,fiducial_delayed
0.017,3.0,19085,67,2906,171,3703,2437,2235,3652,23,0,23,972,854,118,3656,11,42,0,0,0,32751,56,51,1,0,0,0,14,14,0,63,0,2,0,0,0,119,14,1025,201,1274,0,1274,237,236,1,1356,4,1210,0,76,0,5432,158,73,2,88,0,88,7,7,0,42,0,62,0,65,0,231,110,566,0,1305,0,1305,1828,1803,25,360,141,1400,0,1939,0,4005,3392,523,0,1019,0,1019,895,890,5,9,79,592,0,1836,0,1659,3215,fiducial_delayed
0.02,3.0,13973,10,2504,93,3950,2702,944,2966,2,0,2,286,234,52,1701,13,5,0,0,0,25025,54,5,0,0,0,0,5,5,0,10,0,0,0,0,0,15,5,1086,202,708,0,708,139,139,0,1547,15,630,0,78,0,4700,150,22,1,57,0,57,3,3,0,29,0,22,0,41,0,133,52,687,1,1352,0,1352,1904,1884,20,350,168,1422,0,2171,0,4053,3834,633,0,1064,0,1064,1005,1001,4,5,88,696,0,2001,0,1817,3587,fiducial_delayed
0.03,3.0,5958,5,2173,47,3910,2861,191,1837,0,0,0,10,1,9,294,8,0,0,0,0,11668,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1161,33,27,0,27,92,92,0,2079,18,41,0,2,0,4252,42,31,1,0,0,0,1,1,0,39,0,7,0,0,0,86,8,524,0,1366,0,1366,2018,1996,22,267,210,1031,0,2610,0,3296,4520,473,0,1000,0,1000,1388,1386,2,11,91,539,0,2311,0,1587,4135,fiducial_delayed
0.0001,5.0,32638,7548,8535,2405,18115,17097,2521,16544,1900,0,1900,2133,166,1967,6517,2137,117,10,0,0,18848,85,2214,3295,222,0,222,1806,91,1715,4153,818,96,5,0,0,13382,51,2967,1755,3520,0,3520,30,1,29,5029,2432,1327,20,367,0,11159,1670,1549,253,579,0,579,14,0,14,487,735,1298,16,367,0,2535,1670,11938,0,5447,0,5447,722,620,102,329,8426,12821,37,4963,0,18783,17416,11732,0,4747,0,4747,615,601,14,15,8221,12121,37,4961,0,16759,17411,fiducial_delayed
0.0002,5.0,34070,6044,7509,2321,12834,10077,3044,18541,1251,0,1251,1990,134,1856,6252,1110,59,1,0,0,20259,68,2503,1983,58,0,58,1497,13,1484,4034,487,27,0,0,0,11193,35,2776,1650,2895,0,2895,46,0,46,4080,1335,1408,8,320,0,9671,1598,1587,228,476,0,476,23,0,23,537,582,1241,5,315,0,2579,1590,8904,0,2409,0,2409,1514,1307,207,1487,2253,9643,5,1702,0,14683,10963,7745,0,1127,0,1127,1205,1163,42,52,2139,8507,5,1518,0,9409,10735,fiducial_delayed
0.0004,5.0,33045,6735,6991,2489,13562,11753,4537,14614,2240,0,2240,2584,146,2438,8399,1289,1074,3,0,0,27713,130,3193,1722,126,0,126,1692,64,1628,4935,528,77,0,0,0,12761,39,1638,499,4655,0,4655,104,3,101,3283,1541,2715,13,450,0,11667,1526,1514,168,772,0,772,34,0,34,647,618,1234,8,440,0,3294,1512,10039,0,1267,0,1267,2251,2028,223,1374,2406,10582,5,1604,0,14307,12800,9179,0,812,0,812,1761,1728,33,67,2277,10144,5,1542,0,10826,12670,fiducial_delayed
0.0006,5.0,34249,6352,6651,2007,11218,7996,5178,14225,3438,0,3438,2715,134,2581,9007,927,2452,0,0,0,37305,138,3381,1256,65,0,65,1648,42,1606,5060,342,35,0,0,0,12255,18,1615,389,4446,0,4446,124,24,100,3351,941,2672,9,196,0,11789,1075,1438,141,390,0,390,36,3,33,744,398,929,4,193,0,2868,1071,8303,0,669,0,669,2243,2038,205,2806,899,7539,1,871,0,13662,8754,6474,0,228,0,228,1294,1268,26,102,756,7060,1,834,0,7403,8581,fiducial_delayed
0.0008,5.0,32965,6174,6221,1901,7331,4492,5757,11610,4099,0,4099,2821,170,2651,9535,891,3275,4,0,0,39697,115,3343,1165,72,0,72,1593,54,1539,4975,309,33,0,0,0,12080,12,1525,379,4094,0,4094,139,34,105,2862,936,2752,7,174,0,11241,910,1375,122,359,0,359,44,10,34,836,411,769,2,174,0,2877,910,4678,0,568,0,568,2079,1854,225,2103,606,4675,3,549,0,9734,4914,3588,0,112,0,112,792,761,31,112,449,3833,3,547,0,4076,4906,fiducial_delayed
